"","Indice","YearFixed","MonthFixed","SpeciesFixed","DateFormated","WeekDayNumber","HemisphereFixed","AgeFixed","Sex","ActivityFixed","CountryFixed","ContinentFixed","Area","LargoMetrosFixed","LargoEstandarizado","FatalFixed"
"4660",4940,"1934","06","BLUE_SHARK","1934/06/21",5,"South",-1,"M","FISHING","AUSTRALIA","OCEANIA","New South Wales",1.524,"LARGO_1_2",0
"4661",4941,"1934","06","SPECIE_UNKNOWN","1934/06/20",4,"North",8,"M","STANDING","USA","NORTH_AMERICA","Florida",NA,"N/A",1
"4662",4942,"1934","04","SPECIE_UNKNOWN","1934/04/15",1,"South",34,"M","SURFING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4663",4943,"1934","04","SPECIE_UNKNOWN","1934/04/01",1,"South",-1,"M","SWIMMING","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",1
"4664",4944,"1934","04","SPECIE_UNKNOWN","1934/04/01",1,"South",12,"M","SWIMMING","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",NA,"N/A",0
"4665",4945,"1934","04","SPECIE_UNKNOWN","1934/04/01",1,"South",15,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",4.3,"LARGO_4_5",1
"4666",4946,"1934","03","SPECIE_UNKNOWN","1934/03/12",2,"South",17,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",4,"LARGO_3_4",1
"4667",4947,"1934","03","MAKO_SHARK","",99,"South",-1,"","FISHING","AUSTRALIA","OCEANIA","New South Wales",3.7,"LARGO_3_4",0
"4668",4948,"1934","02","TIGER_SHARK","1934/02/24",7,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Torres Strait",3.4,"LARGO_3_4",0
"4669",4949,"1934","02","SPECIE_UNKNOWN","1934/02/22",5,"South",-1,"M","FELL_INTO_WATER","CHILE","SOUTH_AMERICA","Elqui Province",NA,"N/A",1
"4670",4950,"1934","02","SPECIE_UNKNOWN","1934/02/08",5,"North",-1,"M","FISHING","TURKEY","ASIA","Istanbul",NA,"N/A",0
"4671",4951,"1934","01","SPECIE_UNKNOWN","1934/01/27",7,"South",15,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4672",4952,"1934","01","SPECIE_UNKNOWN","1934/01/07",1,"South",22,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",4.3,"LARGO_4_5",0
"4673",4953,"1933","11","TIGER_SHARK","1933/11/20",2,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",3.4,"LARGO_3_4",1
"4674",4954,"1933","11","TIGER_SHARK","1933/11/18",7,"South",17,"M","DIVING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4675",4955,"1933","10","SPECIE_UNKNOWN","1933/10/25",4,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4676",4956,"1933","09","SPECIE_UNKNOWN","1933/09/27",4,"North",-1,"M","FISHING","ISRAEL","ASIA","",NA,"N/A",0
"4677",4957,"1933","08","BLUE_SHARK","1933/08/28",2,"North",-1,"M","FISHING","USA","NORTH_AMERICA","California",4.5,"LARGO_4_5",0
"4678",4958,"1933","08","SPECIE_UNKNOWN","1933/08/28",2,"North",-1,"M","BATHING","USA","NORTH_AMERICA","South Carolina",NA,"N/A",0
"4679",4959,"1933","08","SPECIE_UNKNOWN","1933/08/26",7,"North",-1,"F","SWIMMING","USA","NORTH_AMERICA","Connecticut",NA,"N/A",0
"4680",4960,"1933","07","TIGER_SHARK","1933/07/07",6,"North",50,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","California",NA,"N/A",0
"4681",4961,"1933","07","SPECIE_UNKNOWN","1933/07/03",2,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",0
"4682",4962,"1933","06","LEMON_SHARK","1933/06/21",4,"North",15,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","South Carolina",2.4,"LARGO_2_3",0
"4683",4963,"1933","06","SPECIE_UNKNOWN","1933/06/16",6,"North",-1,"F","STANDING","USA","NORTH_AMERICA","South Carolina",NA,"N/A",0
"4684",4964,"1933","06","SPECIE_UNKNOWN","1933/06/13",3,"South",-1,"M","FISHING","AUSTRALIA","OCEANIA","Northern Territory",NA,"N/A",0
"4685",4965,"1933","05","SPECIE_UNKNOWN","1933/05/24",4,"North",-1,"","ACTIVITY_UNKNOWN","BARBADOS","NORTH_AMERICA","St Michael Parish",NA,"N/A",1
"4686",4966,"1933","05","SPECIE_UNKNOWN","1933/05/23",3,"South",-1,"M","FISHING","AUSTRALIA","OCEANIA","Queensland",2.1336,"LARGO_2_3",0
"4687",4967,"1933","06","SPECIE_UNKNOWN","1933/06/08",5,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4688",4968,"1933","05","SPECIE_UNKNOWN","1933/05/03",4,"North",-1,"M","SWIMMING","CUBA","NORTH_AMERICA","Havana Province",NA,"N/A",1
"4689",4969,"1933","04","BULL_SHARK","1933/04/10",2,"North",24,"M","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",1
"4690",4970,"1933","02","SPECIE_UNKNOWN","1933/02/26",1,"South",-1,"M","STANDING","AUSTRALIA","OCEANIA","New South Wales",3.048,"LARGO_3_4",0
"4691",4971,"1933","02","SPECIE_UNKNOWN","1933/02/15",4,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",4.4,"LARGO_4_5",0
"4692",4972,"1933","02","SPECIE_UNKNOWN","1933/02/14",3,"South",-1,"","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","South Australia",NA,"N/A",0
"4693",4973,"1933","02","BLUE_SHARK","1933/02/12",1,"South",-1,"M","FISHING","AUSTRALIA","OCEANIA","South Australia",NA,"N/A",0
"4694",4974,"1933","01","SPECIE_UNKNOWN","1933/01/04",4,"South",38,"M","SWIMMING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",1
"4695",4975,"1932","12","SPECIE_UNKNOWN","1932/12/11",1,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Northern Territory",NA,"N/A",0
"4696",4976,"1932","12","SPECIE_UNKNOWN","1932/12/09",6,"South",-1,"M","FISHING","NEW_ZEALAND","OCEANIA","North Island",NA,"N/A",0
"4697",4978,"1932","10","GREY_SHARK","1932/10/31",2,"South",24,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4698",4979,"1932","10","SPECIE_UNKNOWN","1932/10/11",3,"North",27,"M","SWIMMING","CAPE_VERDE","AFRICA","Barlavento Islands",NA,"N/A",1
"4699",4980,"1932","09","SPECIE_UNKNOWN","1932/09/26",2,"South",-1,"M","ACTIVITY_UNKNOWN","FIJI","OCEANIA","Viti Levu Island",NA,"N/A",0
"4700",4981,"1932","08","SPECIE_UNKNOWN","1932/08/30",3,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4701",4982,"1932","08","SPECIE_UNKNOWN","1932/08/30",3,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4702",4983,"1932","08","SPECIE_UNKNOWN","1932/08/10",4,"North",-1,"M","FISHING","USA","NORTH_AMERICA","New Jersey",4.8768,"LARGO_4_5",0
"4703",4984,"1932","08","SPECIE_UNKNOWN","1932/08/09",3,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4704",4985,"1932","08","SPECIE_UNKNOWN","1932/08/06",7,"North",18,"M","STANDING","BAHAMAS","NORTH_AMERICA","New Providence District",NA,"N/A",0
"4705",4986,"1932","07","SPECIE_UNKNOWN","1932/07/14",5,"North",17,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Texas",NA,"N/A",1
"4706",4987,"1932","07","WHITE_SHARK","1932/07/02",7,"North",-1,"M","FISHING","CANADA","NORTH_AMERICA","Bay of Fundy",4.6,"LARGO_4_5",0
"4707",4988,"1932","06","SPECIE_UNKNOWN","1932/06/28",3,"North",32,"M","FISHING","USA","NORTH_AMERICA","New Jersey",NA,"N/A",0
"4708",4989,"1932","06","SPECIE_UNKNOWN","1932/06/26",1,"North",-1,"M","FISHING","USA","NORTH_AMERICA","New Jersey",NA,"N/A",0
"4709",4990,"1932","06","SPECIE_UNKNOWN","1932/06/20",2,"South",-1,"F","DIVING","FIJI","OCEANIA","Yasawa Islands",NA,"N/A",1
"4710",4991,"1932","05","SPECIE_UNKNOWN","1932/05/12",5,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",1
"4711",4992,"1932","05","SPECIE_UNKNOWN","",99,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4712",4993,"1932","04","SPECIE_UNKNOWN","1932/04/16",7,"North",-1,"M","STANDING","PHILIPPINES","ASIA","Manila",NA,"N/A",1
"4713",4994,"1932","04","SPECIE_UNKNOWN","1932/04/16",7,"North",-1,"F","STANDING","PHILIPPINES","ASIA","Manila",NA,"N/A",1
"4714",4995,"1932","02","SPECIE_UNKNOWN","1932/02/16",3,"North",-1,"M","SWIMMING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",0
"4715",4996,"1932","02","SPECIE_UNKNOWN","1932/02/13",7,"South",-1,"M","FISHING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4716",4997,"1932","02","SPECIE_UNKNOWN","1932/02/08",2,"North",-1,"M","ACTIVITY_UNKNOWN","PHILIPPINES","ASIA","Manila",NA,"N/A",1
"4717",4998,"1932","01","SPECIE_UNKNOWN","1932/01/27",4,"South",-1,"M","SWIMMING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4718",5000,"1932","01","SPECIE_UNKNOWN","1932/01/06",4,"North",3623,"M","FISHING","MEXICO","NORTH_AMERICA","Baja California",NA,"N/A",1
"4719",5001,"1932","00","RAGGEDTOOTH_SHARK","",99,"South",23,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","Eastern Cape Province",1.2,"LARGO_1_2",0
"4720",5002,"1931","11","SPECIE_UNKNOWN","1931/11/26",5,"South",45,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",4,"LARGO_3_4",0
"4721",5003,"1931","09","SPECIE_UNKNOWN","1931/09/27",1,"North",14,"M","DIVING","JAMAICA","NORTH_AMERICA","",NA,"N/A",1
"4722",5004,"1931","09","SPECIE_UNKNOWN","1931/09/21",2,"North",-1,"M","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"4723",5005,"1931","09","HAMMERHEAD_SHARK","1931/09/21",2,"North",20,"F","SWIMMING","USA","NORTH_AMERICA","Florida",2.4,"LARGO_2_3",0
"4724",5006,"1931","09","SPECIE_UNKNOWN","1931/09/02",4,"North",-1,"M","FISHING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",1
"4725",5007,"1931","08","SPECIE_UNKNOWN","1931/08/31",2,"North",18,"M","SWIMMING","CUBA","NORTH_AMERICA","Havana Province",NA,"N/A",1
"4726",5009,"1931","08","SPECIE_UNKNOWN","1931/08/27",5,"North",-1,"","FISHING","USA","NORTH_AMERICA","New Jersey",NA,"N/A",0
"4727",5010,"1931","08","SPECIE_UNKNOWN","1931/08/25",3,"North",23,"M","SWIMMING","CUBA","NORTH_AMERICA","Havana Province",NA,"N/A",1
"4728",5011,"1931","08","SPECIE_UNKNOWN","1931/08/23",1,"North",-1,"M","SWIMMING","CUBA","NORTH_AMERICA","Havana Province",NA,"N/A",1
"4729",5012,"1931","08","SPECIE_UNKNOWN","1931/08/18",3,"North",-1,"M","SWIMMING","USA","NORTH_AMERICA","Texas",NA,"N/A",0
"4730",5013,"1931","08","SPECIE_UNKNOWN","1931/08/06",5,"North",-1,"M","SWIMMING","USA","NORTH_AMERICA","New Jersey",NA,"N/A",0
"4731",5014,"1931","08","SPECIE_UNKNOWN","1931/08/01",7,"South",-1,"M","FELL_OVERBOARD","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",1
"4732",5015,"1931","07","SPECIE_UNKNOWN","1931/07/28",3,"South",-1,"M","SWIMMING","FIJI","OCEANIA","Viti Levu Island",NA,"N/A",0
"4733",5016,"1931","07","SPECIE_UNKNOWN","1931/07/15",4,"North",-1,"M","SWIMMING","USA","NORTH_AMERICA","New Jersey",NA,"N/A",0
"4734",5017,"1931","06","SPECIE_UNKNOWN","1931/06/14",1,"North",-1,"M","FISHING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",0
"4735",5018,"1931","06","TIGER_SHARK","1931/06/13",7,"North",-1,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Hawaii",3,"LARGO_2_3",0
"4736",5019,"1931","06","SPECIE_UNKNOWN","1931/06/04",5,"North",-1,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",1.8288,"LARGO_1_2",0
"4737",5020,"1931","05","SPECIE_UNKNOWN","1931/05/02",7,"South",-1,"","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4738",5022,"1931","03","SPECIE_UNKNOWN","1931/03/22",1,"South",19,"M","FISHING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",1
"4739",5023,"1931","03","SPECIE_UNKNOWN","1931/03/16",2,"North",-1,"","FISHING","TURKEY","ASIA","",NA,"N/A",0
"4740",5024,"1931","03","SPECIE_UNKNOWN","1931/03/06",6,"South",-1,"M","FISHING","AUSTRALIA","OCEANIA","South Australia",1.8,"LARGO_1_2",0
"4741",5025,"1931","02","SPECIE_UNKNOWN","1931/02/10",3,"South",39,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4742",5026,"1931","01","SPECIE_UNKNOWN","1931/01/24",7,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4743",5027,"1931","01","SPECIE_UNKNOWN","1931/01/14",4,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4744",5028,"1931","01","SPECIE_UNKNOWN","1931/01/07",4,"South",18,"M","SWIMMING","AUSTRALIA","OCEANIA","Queensland",1.5,"LARGO_1_2",0
"4745",5029,"1931","00","SPECIE_UNKNOWN","",99,"South",-1,"M","SWIMMING","TONGA","OCEANIA","Niua ",NA,"N/A",1
"4746",5031,"1930","12","SPECIE_UNKNOWN","1930/12/25",5,"South",49,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4747",5032,"1930","12","SPECIE_UNKNOWN","1930/12/13",7,"South",-1,"M","FELL_OVERBOARD","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4748",5033,"1930","12","SPECIE_UNKNOWN","1930/12/02",3,"South",-1,"","FISHING","AUSTRALIA","OCEANIA","Victoria",NA,"N/A",0
"4749",5034,"1930","12","SPECIE_UNKNOWN","",99,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4750",5035,"1930","11","SPECIE_UNKNOWN","1930/11/30",1,"South",-1,"M","FISHING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4751",5036,"1930","09","SPECIE_UNKNOWN","1930/09/26",6,"North",-1,"M","SWIMMING","HONDURAS","NORTH_AMERICA","Black River",NA,"N/A",1
"4752",5037,"1930","00","SPECIE_UNKNOWN","",99,"South",-1,"","ACTIVITY_UNKNOWN","AZORES","OCEANIA","",NA,"N/A",0
"4753",5038,"1930","08","SPECIE_UNKNOWN","1930/08/31",1,"South",17,"M","FISHING","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",0
"4754",5039,"1930","08","SPECIE_UNKNOWN","1930/08/16",7,"North",38,"M","SWIMMING","SPAIN","EUROPE","Canary Islands",NA,"N/A",0
"4755",5040,"1930","08","SPECIE_UNKNOWN","1930/08/06",4,"North",-1,"M","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"4756",5041,"1930","07","SPECIE_UNKNOWN","1930/07/19",7,"North",29,"M","SWIMMING","CUBA","NORTH_AMERICA","Havana Province",NA,"N/A",0
"4757",5042,"1930","07","TIGER_SHARK","1930/07/11",6,"North",21,"M","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"4758",5043,"1930","06","SPECIE_UNKNOWN","1930/06/04",4,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",1
"4759",5044,"1930","05","SPECIE_UNKNOWN","1930/05/27",3,"North",-1,"M","SWIMMING","USA","NORTH_AMERICA","Texas",NA,"N/A",0
"4760",5045,"1930","05","SPECIE_UNKNOWN","1930/05/11",1,"North",-1,"M","FISHING","TURKEY","ASIA","",NA,"N/A",0
"4761",5046,"1930","05","SPECIE_UNKNOWN","1930/05/11",1,"North",-1,"","ACTIVITY_UNKNOWN","COSTA_RICA","NORTH_AMERICA","Limón Province",NA,"N/A",1
"4762",5047,"1930","04","SPECIE_UNKNOWN","1930/04/08",3,"South",17,"M","ACTIVITY_UNKNOWN","SOUTH_AFRICA","AFRICA","Eastern Cape Province",NA,"N/A",1
"4763",5048,"1930","03","SPECIE_UNKNOWN","1930/03/07",6,"North",-1,"M","DIVING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"4764",5049,"1930","02","SPECIE_UNKNOWN","1930/02/20",5,"South",19,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4765",5050,"1930","02","WHITE_SHARK","1930/02/15",7,"South",18,"M","DIVING","AUSTRALIA","OCEANIA","Victoria",4.9,"LARGO_4_5",1
"4766",5051,"1930","02","SPECIE_UNKNOWN","1930/02/03",2,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",0
"4767",5052,"1930","01","SPECIE_UNKNOWN","1930/01/22",4,"North",-1,"","FISHING","MEXICO","NORTH_AMERICA","Veracruz",NA,"N/A",1
"4768",5053,"1930","01","WHITE_SHARK","1930/01/16",5,"South",23,"M","SWIMMING","SOUTH_AFRICA","AFRICA","Western Cape Province",4.5,"LARGO_4_5",0
"4769",5054,"1930","01","SPECIE_UNKNOWN","",99,"South",-1,"M","SWIMMING","MAURITIUS","AFRICA","",NA,"N/A",1
"4770",5055,"1930","00","SPECIE_UNKNOWN","",99,"North",17,"M","ACTIVITY_UNKNOWN","OKINAWA","ASIA","",NA,"N/A",0
"4771",5056,"1930","00","SPECIE_UNKNOWN","",99,"South",-1,"M","SWIMMING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",NA,"N/A",1
"4772",5057,"1929","12","TIGER_SHARK","1929/12/26",5,"South",16,"M","DIVING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4773",5058,"1929","12","SPECIE_UNKNOWN","1929/12/21",7,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4774",5059,"1929","12","SPECIE_UNKNOWN","1929/12/16",2,"South",17,"F","SURFING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4775",5060,"1929","12","SPECIE_UNKNOWN","1929/12/13",6,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4776",5062,"1929","12","SPECIE_UNKNOWN","1929/12/03",3,"South",50,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",1
"4777",5063,"1929","11","SPECIE_UNKNOWN","1929/11/29",6,"South",-1,"M","SHIPWRECK","KIRIBATI","OCEANIA","Phoenix Islands",NA,"N/A",1
"4778",5064,"1929","11","SPECIE_UNKNOWN","1929/11/21",5,"North",-1,"M","FISHING","CUBA","NORTH_AMERICA","Cienfuegos Province",NA,"N/A",0
"4779",5065,"1929","10","SPECIE_UNKNOWN","1929/10/20",1,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4780",5066,"1929","10","SPECIE_UNKNOWN","1929/10/02",4,"North",-1,"M","FISHING","SPAIN","EUROPE","Valencia",NA,"N/A",0
"4781",5067,"1929","09","SPECIE_UNKNOWN","1929/09/01",1,"South",42,"M","FELL_INTO_WATER","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",1
"4782",5068,"1929","08","SPECIE_UNKNOWN","1929/08/05",2,"North",-1,"M","BATHING","USA","NORTH_AMERICA","South Carolina",NA,"N/A",0
"4783",5069,"1929","07","SPECIE_UNKNOWN","1929/07/29",2,"North",-1,"M","SWIMMING","MEXICO","NORTH_AMERICA","Tamaulipas",NA,"N/A",0
"4784",5070,"1929","07","SPECIE_UNKNOWN","1929/07/17",4,"North",-1,"F","ACTIVITY_UNKNOWN","CAPE_VERDE","AFRICA","Santiago Island",NA,"N/A",1
"4785",5071,"1929","06","SPECIE_UNKNOWN","1929/06/23",1,"North",-1,"M","FISHING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"4786",5072,"1929","05","SPECIE_UNKNOWN","1929/05/31",6,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",0
"4787",5073,"1929","04","SPECIE_UNKNOWN","1929/04/26",6,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4788",5074,"1929","04","SPECIE_UNKNOWN","1929/04/17",4,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4789",5075,"1929","04","GREY_SHARK","1929/04/11",5,"South",19,"M","STANDING","AUSTRALIA","OCEANIA","Queensland",1.2192,"LARGO_1_2",0
"4790",5076,"1929","04","SPECIE_UNKNOWN","1929/04/09",3,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",1
"4791",5077,"1929","04","SPECIE_UNKNOWN","1929/04/04",5,"South",-1,"M","SWIMMING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",1
"4792",5078,"1929","03","SPECIE_UNKNOWN","1929/03/16",7,"North",26,"M","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"4793",5079,"1929","03","SPECIE_UNKNOWN","1929/03/12",3,"South",-1,"M","BATHING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",1
"4794",5080,"1929","03","SPECIE_UNKNOWN","1929/03/04",2,"South",9,"M","BOATING","AUSTRALIA","OCEANIA","South Australia",NA,"N/A",0
"4795",5081,"1929","03","SPECIE_UNKNOWN","1929/03/04",2,"South",12,"M","BOATING","AUSTRALIA","OCEANIA","South Australia",NA,"N/A",0
"4796",5082,"1929","02","SPECIE_UNKNOWN","1929/02/18",2,"South",20,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4797",5083,"1929","02","BLUE_SHARK","1929/02/09",7,"South",-1,"","CANOEING","AUSTRALIA","OCEANIA","Western Australia",3.6576,"LARGO_3_4",0
"4798",5084,"1929","02","GALAPAGOS_SHARK","1929/02/08",6,"South",39,"M","SWIMMING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4799",5085,"1929","01","SPECIE_UNKNOWN","1929/01/27",1,"South",-1,"M","SWIMMING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",1
"4800",5086,"1929","01","SPECIE_UNKNOWN","1929/01/14",2,"South",-1,"F","BATHING","NEW_ZEALAND","OCEANIA","North Island",NA,"N/A",0
"4801",5087,"1929","01","SPECIE_UNKNOWN","1929/01/12",7,"South",14,"M","SURFING","AUSTRALIA","OCEANIA","New South Wales",3.6576,"LARGO_3_4",1
"4802",5088,"1929","01","SPECIE_UNKNOWN","1929/01/06",1,"North",-1,"M","FISHING","TURKEY","ASIA","",NA,"N/A",1
"4803",5089,"1929","01","SPECIE_UNKNOWN","1929/01/05",7,"South",-1,"M","DIVING","FIJI","OCEANIA","Viti Levu Island",NA,"N/A",1
"4804",5091,"1929","00","SPECIE_UNKNOWN","",99,"South",-1,"M","WADING","AUSTRALIA","OCEANIA","South Australia",NA,"N/A",0
"4805",5092,"1929","00","SPECIE_UNKNOWN","",99,"North",-1,"M","FISHING","USA","NORTH_AMERICA","Florida",2.7432,"LARGO_2_3",0
"4806",5093,"1929","00","SPECIE_UNKNOWN","",99,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4807",5094,"1929","00","SPECIE_UNKNOWN","",99,"North",27,"M","DIVING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"4808",5095,"1928","12","SPECIE_UNKNOWN","1928/12/21",6,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","",NA,"N/A",0
"4809",5096,"1928","11","BLUE_SHARK","1928/11/18",1,"North",-1,"M","FISHING","USA","NORTH_AMERICA","New Jersey",NA,"N/A",0
"4810",5097,"1928","11","SPECIE_UNKNOWN","1928/11/15",5,"North",24,"M","ACTIVITY_UNKNOWN","INDIA","ASIA","",NA,"N/A",0
"4811",5098,"1928","11","SPECIE_UNKNOWN","1928/11/12",2,"North",-1,"M","SHIPWRECK","USA","NORTH_AMERICA","Virginia",NA,"N/A",1
"4812",5099,"1928","11","SPECIE_UNKNOWN","1928/11/04",1,"North",17,"M","SWIMMING","PANAMA","NORTH_AMERICA","Gulf of Panama",2.7432,"LARGO_2_3",1
"4813",5100,"1928","09","SPECIE_UNKNOWN","",99,"North",-1,"M","FISHING","USA","NORTH_AMERICA","Texas",NA,"N/A",0
"4814",5101,"1928","08","SPECIE_UNKNOWN","1928/08/24",6,"North",-1,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","New Jersey",2.1336,"LARGO_2_3",1
"4815",5102,"1928","07","SPECIE_UNKNOWN","1928/07/11",4,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","",NA,"N/A",0
"4816",5103,"1928","07","WHITE_SHARK","",99,"North",-1,"M","BOATING","ITALY","EUROPE","Tuscany",NA,"N/A",0
"4817",5104,"1928","06","SPECIE_UNKNOWN","1928/06/24",1,"North",-1,"M","SWIMMING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"4818",5106,"1928","04","TIGER_SHARK","1928/04/14",7,"South",-1,"M","FISHING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4819",5107,"1928","04","SPECIE_UNKNOWN","1928/04/14",7,"South",19,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",0
"4820",5108,"1928","04","SPECIE_UNKNOWN","1928/04/09",2,"North",-1,"M","DIVING","JAMAICA","NORTH_AMERICA","",NA,"N/A",1
"4821",5109,"1928","04","SPECIE_UNKNOWN","1928/04/06",6,"South",15,"M","BATHING","AUSTRALIA","OCEANIA","Queensland",1.2192,"LARGO_1_2",0
"4822",5110,"1928","04","SPECIE_UNKNOWN","1928/04/04",4,"South",28,"M","STANDING","AUSTRALIA","OCEANIA","New South Wales",NA,"N/A",1
"4823",5111,"1928","03","SPECIE_UNKNOWN","1928/03/28",4,"South",-1,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",0
"4824",5112,"1928","02","SPECIE_UNKNOWN","1928/02/20",2,"South",-1,"M","DIVING","AUSTRALIA","OCEANIA","Torres Strait",NA,"N/A",1
"4825",5113,"1928","02","SPECIE_UNKNOWN","",99,"North",-1,"F","SWIMMING","COSTA_RICA","NORTH_AMERICA","Near Puntarenas",NA,"N/A",0
